// --------------------------------- Input set 1 ---------------------------------// 
00001100011100111000   // A(1, 1): 1.556396e+00
00000111010101111101   // A(2, 1): 9.178772e-01
11111110001011101110   // A(3, 1): -2.271118e-01
11111100010001110111   // A(4, 1): -4.651184e-01
11111010111101001010   // A(1, 2): -6.305542e-01
11111100000111001111   // A(2, 2): -4.858704e-01
00000000110101100011   // A(3, 2): 1.045837e-01
00000101011011000011   // A(4, 2): 6.778259e-01
11111010010101110011   // A(1, 3): -7.074280e-01
00000101000111101110   // A(2, 3): 6.400757e-01
11101010010001011010   // A(3, 3): -2.716003e+00
00000111010001111101   // A(4, 3): 9.100647e-01
00000111110011111110   // A(1, 4): 9.765015e-01
11101100001101100010   // A(2, 4): -2.473572e+00
11111010000100111110   // A(3, 4): -7.402954e-01
11110101110110101011   // A(4, 4): -1.268219e+00
00010001101011000101   // y(1): 2.209137e+00
11101110011111111111   // y(2): -2.187531e+00
11110010111011011010   // y(3): -1.633972e+00
11110000011100111110   // y(4): -1.943420e+00
// --------------------------------- Input set 2 ---------------------------------// 
11111011001010101011   // A(1, 1): -6.041565e-01
11111101000010000010   // A(2, 1): -3.710327e-01
11111011001001101100   // A(3, 1): -6.060791e-01
11101111001101001001   // A(4, 1): -2.099335e+00
00000110100111100100   // A(1, 2): 8.272705e-01
00000011111010010011   // A(2, 2): 4.888611e-01
00001101000101010011   // A(3, 2): 1.635345e+00
00000001001101000111   // A(4, 2): 1.506042e-01
11111110011011010010   // A(1, 3): -1.967163e-01
00000110010101000011   // A(2, 3): 7.911072e-01
11110011100000101100   // A(3, 3): -1.561157e+00
00000011101000010101   // A(4, 3): 4.537659e-01
11110111101100010100   // A(1, 4): -1.038452e+00
00000011110001001011   // A(2, 4): 4.710388e-01
00001100000101001011   // A(3, 4): 1.510101e+00
00000001001000110001   // A(4, 4): 1.421204e-01
11101110101000100101   // y(1): -2.170746e+00
11110110001011101010   // y(2): -1.227234e+00
11111010000011010010   // y(3): -7.435913e-01
11110110110000110010   // y(4): -1.154724e+00
// --------------------------------- Input set 3 ---------------------------------// 
11110110011101100001   // A(1, 1): -1.192352e+00
00000010111100110000   // A(2, 1): 3.686523e-01
11111011101011111100   // A(3, 1): -5.391846e-01
11110001010111101001   // A(4, 1): -1.828827e+00
11101101010001100110   // A(1, 2): -2.340637e+00
00000001011101001000   // A(2, 2): 1.818848e-01
00000010011110000110   // A(3, 2): 3.087769e-01
00000100111100110111   // A(4, 2): 6.188660e-01
11111011000100110010   // A(1, 3): -6.156616e-01
11110111100010110000   // A(2, 3): -1.057129e+00
00000011011101100111   // A(3, 3): 4.328308e-01
00001111001010111001   // A(4, 3): 1.896271e+00
00000101011100011110   // A(1, 4): 6.806030e-01
00000000000000001110   // A(2, 4): 4.272461e-04
11110110001110000001   // A(3, 4): -1.222626e+00
00000011000010011010   // A(4, 4): 3.796997e-01
00011011000101100011   // y(1): 3.385834e+00
11111100001100001100   // y(2): -4.761963e-01
00010011001000101010   // y(3): 2.391907e+00
00001010110101001100   // y(4): 1.353882e+00
// --------------------------------- Input set 4 ---------------------------------// 
00001100001011010101   // A(1, 1): 1.522125e+00
11111001001001001111   // A(2, 1): -8.569641e-01
11110101101010110011   // A(3, 1): -1.291412e+00
00000100111010110111   // A(4, 1): 6.149597e-01
