// Pattern 0:
01010000  // 80
01100111  // 103
10100000  // -96
01101001  // 105
00100001  // 33
10011000  // -104
11000111  // -57
00001100  // 12
01110101  // 117
01110111  // 119
10101000  // -88
01111000  // 120
01110101  // 117
11111100  // -4
01001100  // 76
10100100  // -92
11101011  // -21
01101010  // 106
01001010  // 74
01110101  // 117
00100111  // 39
10001001  // -119
01011001  // 89
01101111  // 111
00101101  // 45
01000001  // 65
00111110  // 62
11100100  // -28
00100111  // 39
10101011  // -85
00110100  // 52
10001000  // -120

// Pattern 1:
11000110  // -58
10001011  // -117
10011000  // -104
01010010  // 82
00110001  // 49
11010001  // -47
01110011  // 115
10001000  // -120
11110000  // -16
11100001  // -31
01000011  // 67
01001011  // 75
10101111  // -81
11111101  // -3
11110010  // -14
00100101  // 37
00110101  // 53
01000001  // 65
11000110  // -58
00101110  // 46
00100111  // 39
10101001  // -87
10011110  // -98
11111111  // -1
01110101  // 117
11010111  // -41
00010101  // 21
10111001  // -71
01000000  // 64
11000001  // -63
00000001  // 1
00110010  // 50

// Pattern 2:
01100100  // 100
01110101  // 117
00001100  // 12
10100011  // -93
10100110  // -90
11000001  // -63
01010111  // 87
11000001  // -63
01010000  // 80
10111110  // -66
01101101  // 109
11011001  // -39
10110010  // -78
11000000  // -64
00011101  // 29
11111001  // -7
11011010  // -38
01010100  // 84
00010101  // 21
00001100  // 12
01101010  // 106
11001001  // -55
01000001  // 65
01000000  // 64
11100001  // -31
00010001  // 17
10010011  // -109
10001101  // -115
00000111  // 7
01000111  // 71
01101111  // 111
10100001  // -95

// Pattern 3:
00010001  // 17
11111000  // -8
10000011  // -125
11010110  // -42
10101001  // -87
01001011  // 75
11001111  // -49
00000111  // 7
10101010  // -86
00011010  // 26
11000011  // -61
00100111  // 39
00110000  // 48
00111111  // 63
11110011  // -13
10010101  // -107
10111010  // -70
01101001  // 105
10100111  // -89
01010011  // 83
00001001  // 9
01111111  // 127
10010100  // -108
11110001  // -15
10011011  // -101
01110110  // 118
10000001  // -127
01000110  // 70
01010001  // 81
01011110  // 94
10010101  // -107
11100110  // -26

// Pattern 4:
11000010  // -62
01001100  // 76
11101110  // -18
01101001  // 105
10101110  // -82
11000011  // -61
10100101  // -91
10100010  // -94
01011110  // 94
00010100  // 20
00001100  // 12
10100101  // -91
01011010  // 90
00011111  // 31
11011001  // -39
00000011  // 3
11100110  // -26
10010011  // -109
10111101  // -67
10011111  // -97
10101111  // -81
10111101  // -67
11101010  // -22
10001100  // -116
01100111  // 103
01110001  // 113
11111101  // -3
11111101  // -3
11010110  // -42
01100110  // 102
11011110  // -34
10011100  // -100

// Pattern 5:
01000111  // 71
11100011  // -29
10111101  // -67
11100111  // -25
10011000  // -104
10100001  // -95
01110001  // 113
01110100  // 116
00010011  // 19
10001111  // -113
10111100  // -68
11011010  // -38
01010010  // 82
10000011  // -125
10001011  // -117
10101011  // -85
00100110  // 38
00111011  // 59
00100101  // 37
11110011  // -13
00001100  // 12
11001011  // -53
00111110  // 62
10110000  // -80
00101111  // 47
10101110  // -82
11011110  // -34
00100000  // 32
01000111  // 71
10010100  // -108
01101101  // 109
01000110  // 70

// Pattern 6:
11111100  // -4
11101111  // -17
11110010  // -14
11001110  // -50
00000010  // 2
00000010  // 2
01010001  // 81
01001011  // 75
00100100  // 36
11100000  // -32
01001111  // 79
00001000  // 8
11011001  // -39
01110000  // 112
01100000  // 96
00001100  // 12
00011111  // 31
00010110  // 22
10110101  // -75
11001101  // -51
11111000  // -8
10111011  // -69
01011000  // 88
10110001  // -79
10111001  // -71
10101011  // -85
10111010  // -70
11101111  // -17
11001111  // -49
01101100  // 108
11101110  // -18
10101111  // -81

// Pattern 7:
01100111  // 103
01111010  // 122
11110000  // -16
10011100  // -100
11000010  // -62
11101000  // -24
00011000  // 24
11000011  // -61
00011010  // 26
00110110  // 54
10111000  // -72
10011110  // -98
11001011  // -53
11010001  // -47
11101100  // -20
00000010  // 2
10010101  // -107
11000011  // -61
01001101  // 77
10000111  // -121
01101101  // 109
00111010  // 58
11111101  // -3
00010100  // 20
10111100  // -68
11110101  // -11
01110110  // 118
00001011  // 11
00000101  // 5
10111011  // -69
11111101  // -3
