01111111011110111110110110010111  // 7f7bed97
01111111000100011101111011010010  // 7f11ded2
10000000000000000000000011010101  // 800000d5
00000000001001001111100100110000  // 0024f930
01100011001001001110100000111100  // 6324e83c
11111111001110000011000010110111  // ff3830b7
11011111000101001111100011111000  // df14f8f8
10000000001101010100010001110110  // 80354476
11111111011101010110001100110000  // ff756330
10000000010110010010110010001100  // 80592c8c
00101101001000000110111000100010  // 2d206e22
11111111011001010101110100011100  // ff655d1c
11111110000001011011110101101001  // fe05bd69
00000000000000000010001000000010  // 00002202
00000000001010010000111100011110  // 00290f1e
00011011011101100010100010011001  // 1b762899
10000000101111011111100001100110  // 80bdf866
10000000000000101111100001101111  // 8002f86f
01111111000110100101111101110100  // 7f1a5f74
11111110011001111011010000101010  // fe67b42a
10000000001100011011001010011100  // 8031b29c
01110000011000011100011100010011  // 7061c713
01111111010101000000010111100100  // 7f5405e4
01111100100010010001111101111000  // 7c891f78
11111101000010011100000011110011  // fd09c0f3
10000000000000001001011111010110  // 800097d6
11111111010101000001101100011100  // ff541b1c
01111111000001010101011011101111  // 7f0556ef
00000000010000101110001101100111  // 0042e367
01111111000110101011001100011001  // 7f1ab319
01111111011000110010100011111010  // 7f6328fa
11111110111001001100001100011001  // fee4c319
00000000000010010011010001100100  // 00093464
01001001100010010000100100011000  // 49890918
00000000100000101100010001000011  // 0082c443
11111110110000010010000101100001  // fec12161
10000000001100101111101000001110  // 8032fa0e
00101100111110110010000000001101  // 2cfb200d
01111001100000011111100100110110  // 7981f936
11001100110101111110111000101111  // ccd7ee2f
11111110011001101000001111010000  // fe6683d0
00110001110101010110101101010001  // 31d56b51
11111110001001011001101111010011  // fe259bd3
10111110100110011111001011111101  // be99f2fd
10000000100011010011001101010110  // 808d3356
00000000010010110111000100000100  // 004b7104
00000000000001110011011111111001  // 000737f9
00000000000000000000000000000100  // 00000004
10000000011000011001100010000000  // 80619880
11111101111101011110110101100100  // fdf5ed64
01010111000001110011010111011011  // 570735db
10000000000011010101001000010010  // 800d5212
00000000001000000010011110111011  // 002027bb
01111111010001010011010000000001  // 7f453401
11111110100001011001010011111011  // fe8594fb
00000000000000000001110101010000  // 00001d50
01111110011010011100001001111001  // 7e69c279
00000000001100001011100000101001  // 0030b829
00000000000110110001101101111001  // 001b1b79
00111101000100100001100000100000  // 3d121820
10101110000001101110001111111111  // ae06e3ff
10000000011111101101110100100100  // 807edd24
11111111001000011110111011111001  // ff21eef9
00010001000011011100001110000100  // 110dc384
01111111000100101011111000011101  // 7f12be1d
00000000000000000000001000101100  // 0000022c
00000000000000000010010110011001  // 00002599
00000000000110000000111110100101  // 00180fa5
00000000101001001010101001101000  // 00a4aa68
01111110110110001111010000011010  // 7ed8f41a
11111110100010011100011011100011  // fe89c6e3
01011001011001100011010001001100  // 5966344c
10110011111111110110011010001011  // b3ff668b
01111111001000010010000110111110  // 7f2121be
11111110101110110101000010100101  // febb50a5
01111111010110100001110100110110  // 7f5a1d36
10000000010000100000010000000001  // 80420401
10000000010001110101011101111100  // 8047577c
11101011100111010000001101101001  // eb9d0369
01110111001111001011101111111001  // 773cbbf9
11111111010001000101001000001110  // ff44520e
11101001011110010010000101011000  // e9792158
11111111100000000000000000000000  // ff800000
11111110110101000001101111111110  // fed41bfe
11010100010010011101111010000111  // d449de87
11100110001001010011100100011101  // e625391d
10000000011011010110101000011110  // 806d6a1e
10000000000010101010110110110110  // 800aadb6
00010000110110000010011111100111  // 10d827e7
10000000010001001110101011111000  // 8044eaf8
00000000000000001101110001110101  // 0000dc75
01111110111011000001111000010110  // 7eec1e16
10000000001111100111001110101110  // 803e73ae
00010000000001101101010100111101  // 1006d53d
10000000011101011000100001000111  // 80758847
01111111011110001100011001101110  // 7f78c66e
01111010011000110000001010110001  // 7a6302b1
01001001011000110100101011100100  // 49634ae4
00000000011111110101010100111101  // 007f553d
00000000011010110011010111100011  // 006b35e3
