00000000000001100011010100100101  // 00063525
01111110100010001101101100111110  // 7e88db3e
10000000000000000000000001111100  // 8000007c
10000000000000000001001011011000  // 800012d8
10000000000000000001000100011111  // 8000111f
10110000010111000001100011011011  // b05c18db
10000000000000000000000000011100  // 8000001c
00000000000000000010111000101011  // 00002e2b
11111111011101010110001100110001  // ff756331
00000000000000000000000000011000  // 00000018
00101101001000000110111000100010  // 2d206e22
11111111011001010101110100011100  // ff655d1c
11111110000001011011110101101001  // fe05bd69
00000000000000000010010111101001  // 000025e9
10000000000111010110000000100010  // 801d6022
00011011011101100010100010011001  // 1b762899
10000000010111011010001110111110  // 805da3be
00000000000000000000000000000110  // 00000006
01111111000110000101001101001111  // 7f18534f
00000000000000111011010000001011  // 0003b40b
10000000001100101001101101001111  // 80329b4f
01110000011000011100011100010011  // 7061c713
01111111010101000000010111100100  // 7f5405e4
11111110001110111010101101110111  // fe3bab77
11111101000010011100000011110011  // fd09c0f3
10000000000000001001011111111111  // 800097ff
00000000000001011001001100111100  // 0005933c
11001100101110110000011110001000  // ccbb0788
10000000000011111110000011101100  // 800fe0ec
10111001001101010010101111110110  // b9352bf6
00000000010100100100110100011001  // 00524d19
10000000000000000000000000001101  // 8000000d
10000000000000000000000111001010  // 800001ca
10000000000000000000000000001000  // 80000008
00000000001010111000010110100010  // 002b85a2
11111110100000011111000011111011  // fe81f0fb
00000000000000000000110001001010  // 00000c4a
10000000011101111001000001010101  // 80779055
10000000000011010110010111101101  // 800d65ed
11001100110101111110111000101111  // ccd7ee2f
11111110011001101000001111010000  // fe6683d0
00110001110101010110101101010001  // 31d56b51
10000000010101100111110110001100  // 80567d8c
10111110100110011111001011111101  // be99f2fd
10000000001001111100001101010100  // 8027c354
10000000000000000000000000001100  // 8000000c
00000000000001110011011111111101  // 000737fd
00000000000000000000000000000011  // 00000003
00000000000100000001000100100110  // 00101126
11111101111101011110110101100100  // fdf5ed64
01010111000001110011010111011011  // 570735db
10000000000011010101010011100101  // 800d54e5
10000000000000000110111001111100  // 80006e7c
01111111010001010011010000000001  // 7f453401
00000000000000000000010100010001  // 00000511
00000000000000000001110101010011  // 00001d53
10000000010011011000100111110010  // 804d89f2
00000000001100001011100010011001  // 0030b899
00000000000000000001001010100110  // 000012a6
00000000000000000000100110000000  // 00000980
10101110000001101110001111111111  // ae06e3ff
10000000011111101101111101001011  // 807edf4b
10000000000100101011110110000011  // 8012bd83
00001011001110110110001001110011  // 0b3b6273
01111111000100101011111000011101  // 7f12be1d
10000000000000000000000000000001  // 80000001
00000000000000000000001111110101  // 000003f5
10000000000000000000000110001000  // 80000188
00000000011110011001101110000110  // 00799b86
10000000001001000110010101101111  // 8024656f
11111110100010011100011011100011  // fe89c6e3
01011001011001100011010001001100  // 5966344c
10000000000000000000110110101001  // 80000da9
01111010001101001011010111001011  // 7a34b5cb
10000000001110101110110110000011  // 803aed83
01111111010110100001110100110110  // 7f5a1d36
10000000011000000011110000000000  // 80603c00
10000000001000010001011110011010  // 8021179a
11101011100111010000001101101001  // eb9d0369
10000000000110110001010101011011  // 801b155b
00000000000000000000000000000111  // 00000007
11101001011110010010000101011000  // e9792158
11111111001011100000011001111111  // ff2e067f
11111111001110110101000000111000  // ff3b5038
01001101111011100000001110110101  // 4dee03b5
11010010111110111011100101001001  // d2fbb949
10000000011011010101100000101101  // 806d582d
10000000000010101011011010100001  // 800ab6a1
00010000110110000010011111100111  // 10d827e7
10000000100101010110010110001111  // 8095658f
10000000000000000000000000001001  // 80000009
01101101010101111011000011111010  // 6d57b0fa
10000000001111100010110001100001  // 803e2c61
00000000001110001010001001011010  // 0038a25a
10000000011111111100110011011100  // 807fccdc
01111111011110001100011001101110  // 7f78c66e
01111010011000110000001010110001  // 7a6302b1
01001001011000110100101011100100  // 49634ae4
00000000000000001011010010000010  // 0000b482
00000000000000000010001101010001  // 00002351
