// Pattern 0:
01111000  // 120
01011111  // 95
01011111  // 95
01010000  // 80
01010000  // 80
01000111  // 71
01000100  // 68

// Pattern 1:
01110100  // 116
01110011  // 115
01110001  // 113
01110000  // 112
01011110  // 94
01010011  // 83
01010010  // 82

// Pattern 2:
01110011  // 115
01110010  // 114
01101001  // 105
01011111  // 95
01011111  // 95
01011101  // 93
01011100  // 92

// Pattern 3:
01101111  // 111
01100000  // 96
01011110  // 94
01011010  // 90
01010110  // 86
01010100  // 84
01001011  // 75

// Pattern 4:
01111101  // 125
01110110  // 118
01100001  // 97
01011100  // 92
01001011  // 75
01001010  // 74
01001010  // 74

